unit,group,time,outcome,post,treated
treatment_31,treatment,3,48.362828092298585,0,1
treatment_31,treatment,4,49.83409144779545,0,1
treatment_31,treatment,5,48.8117173780019,0,1
treatment_31,treatment,6,53.36158017296594,0,1
treatment_31,treatment,7,51.91734354174336,0,1
treatment_31,treatment,8,53.55041003656732,0,1
treatment_31,treatment,9,53.08275031059118,0,1
treatment_31,treatment,10,51.010620934778416,0,1
treatment_31,treatment,11,56.81707191972954,0,1
treatment_31,treatment,12,68.08819748071656,1,1
treatment_31,treatment,13,65.89601440584761,1,1
treatment_31,treatment,14,65.3521242631436,1,1
treatment_31,treatment,15,65.92870255675669,1,1
treatment_31,treatment,16,67.56325519335817,1,1
treatment_31,treatment,17,69.67640083064532,1,1
treatment_31,treatment,18,67.28437616223806,1,1
treatment_31,treatment,19,72.93848437475432,1,1
treatment_31,treatment,20,73.20444280885991,1,1
treatment_31,treatment,21,74.27389082195413,1,1
treatment_31,treatment,22,74.77831004071855,1,1
treatment_31,treatment,23,75.00443107104792,1,1
treatment_32,treatment,0,52.656224757952046,0,1
treatment_32,treatment,1,53.276284047414435,0,1
treatment_32,treatment,2,55.68638159710634,0,1
treatment_32,treatment,3,59.63989072294689,0,1
treatment_32,treatment,4,55.12281768202284,0,1
treatment_32,treatment,5,55.72516271519991,0,1
treatment_32,treatment,6,60.048916342551955,0,1
treatment_32,treatment,7,60.88035147716509,0,1
treatment_32,treatment,8,62.18444081556802,0,1
treatment_32,treatment,9,63.384845296018334,0,1
treatment_32,treatment,10,63.509715804305856,0,1
treatment_32,treatment,11,67.99502860415377,0,1
treatment_32,treatment,12,67.87267518337072,1,1
treatment_32,treatment,13,70.47667050413739,1,1
treatment_32,treatment,14,72.98633644677393,1,1
treatment_32,treatment,15,70.96564975813783,1,1
treatment_32,treatment,16,74.95949998495615,1,1
treatment_32,treatment,17,79.69333053865047,1,1
treatment_32,treatment,18,77.4713445971605,1,1
treatment_32,treatment,19,78.95015484538008,1,1
treatment_32,treatment,20,77.02760491697168,1,1
treatment_32,treatment,21,79.37439304461202,1,1
treatment_32,treatment,22,80.91590451341726,1,1
treatment_32,treatment,23,82.0900484939268,1,1
treatment_33,treatment,0,54.18530306114478,0,1
treatment_33,treatment,1,57.95699763795536,0,1
treatment_33,treatment,2,59.51620068415744,0,1
treatment_33,treatment,3,61.85582437027891,0,1
treatment_33,treatment,4,63.792376772445635,0,1
treatment_33,treatment,5,59.65687612172566,0,1
treatment_33,treatment,6,61.121118589033244,0,1
treatment_33,treatment,7,61.2834469996972,0,1
treatment_33,treatment,8,64.38633210538498,0,1
treatment_33,treatment,9,66.84285767856413,0,1
treatment_33,treatment,10,68.94057906892216,0,1
treatment_33,treatment,11,67.86977709453143,0,1
treatment_33,treatment,12,73.43775320137931,1,1
treatment_33,treatment,13,75.43673333845898,1,1
treatment_33,treatment,14,74.51870065677397,1,1
treatment_33,treatment,15,81.42383300949608,1,1
treatment_33,treatment,16,75.08520261794293,1,1
treatment_33,treatment,17,79.72577493604301,1,1
treatment_33,treatment,18,84.45927532278334,1,1
treatment_33,treatment,19,81.48143167951658,1,1
treatment_33,treatment,20,82.1435230264661,1,1
treatment_33,treatment,21,82.86447935692075,1,1
treatment_33,treatment,22,84.2743559450893,1,1
treatment_33,treatment,23,88.43660536403969,1,1
treatment_34,treatment,0,36.09277613845217,0,1
treatment_34,treatment,1,39.56072915501327,0,1
treatment_34,treatment,2,40.38888834301441,0,1
treatment_34,treatment,3,43.57782709328281,0,1
treatment_34,treatment,4,40.357815220103504,0,1
treatment_34,treatment,5,45.63175262616452,0,1
treatment_34,treatment,6,49.90936991070397,0,1
treatment_34,treatment,7,44.28774602507427,0,1
treatment_34,treatment,8,48.546849739610316,0,1
treatment_34,treatment,9,47.99681641892594,0,1
treatment_34,treatment,10,51.32589855703486,0,1
treatment_34,treatment,11,51.66576306960993,0,1
treatment_34,treatment,12,56.497837066819436,1,1
treatment_34,treatment,13,59.90989882477984,1,1
treatment_34,treatment,14,63.696193844740804,1,1
treatment_34,treatment,15,60.859033411842354,1,1
treatment_34,treatment,16,63.833700249722945,1,1
treatment_34,treatment,17,60.96098181981389,1,1
treatment_34,treatment,18,62.78799835204983,1,1
treatment_34,treatment,19,66.79902703157623,1,1
treatment_34,treatment,20,69.97578990301704,1,1
treatment_34,treatment,21,68.87212791364607,1,1
treatment_34,treatment,22,68.68812852515808,1,1
treatment_34,treatment,23,70.46617076718073,1,1
treatment_35,treatment,0,45.51262745479823,0,1
treatment_35,treatment,1,43.90423219712079,0,1
treatment_35,treatment,2,44.928780099903484,0,1
treatment_35,treatment,3,47.46107238736212,0,1
treatment_35,treatment,4,47.11632798861237,0,1
treatment_35,treatment,5,48.91795376407745,0,1
treatment_35,treatment,6,54.31011410429766,0,1
treatment_35,treatment,7,50.677070657108175,0,1
treatment_35,treatment,8,51.51489328719326,0,1
treatment_35,treatment,9,51.99694151260092,0,1
treatment_35,treatment,10,55.840860599506655,0,1
treatment_35,treatment,11,55.05047984270611,0,1
treatment_35,treatment,12,60.174633645135,1,1
treatment_35,treatment,13,65.17643931895941,1,1
treatment_35,treatment,14,66.4334887960762,1,1
treatment_35,treatment,15,63.453887188207055,1,1
treatment_35,treatment,16,61.98210594959877,1,1
treatment_35,treatment,17,68.79066476462938,1,1
treatment_35,treatment,18,66.46682926607106,1,1
treatment_35,treatment,19,70.47779164855214,1,1
treatment_35,treatment,20,66.01678434743849,1,1
treatment_35,treatment,21,72.80263819209631,1,1
treatment_35,treatment,22,69.65555118957165,1,1
treatment_35,treatment,23,74.59987481890181,1,1
treatment_36,treatment,0,49.25729271332861,0,1
treatment_36,treatment,1,52.348608311155914,0,1
treatment_36,treatment,2,52.09236636153331,0,1
treatment_36,treatment,3,53.95400947430815,0,1
treatment_36,treatment,4,57.64267074045449,0,1
treatment_36,treatment,5,51.46591240606175,0,1
treatment_36,treatment,6,58.73342683748143,0,1
treatment_36,treatment,7,56.61231962065094,0,1
treatment_36,treatment,8,55.5106457070186,0,1
treatment_36,treatment,9,55.55219261024722,0,1
treatment_36,treatment,10,58.739185138231456,0,1
treatment_36,treatment,11,61.865332201694784,0,1
treatment_36,treatment,12,65.67153979515112,1,1
treatment_36,treatment,13,69.85355395446123,1,1
treatment_36,treatment,14,64.83349877192376,1,1
treatment_36,treatment,15,68.61627831439509,1,1
treatment_36,treatment,16,67.04027537932132,1,1
treatment_36,treatment,17,71.1769320914578,1,1
treatment_36,treatment,18,73.12804916446281,1,1
treatment_36,treatment,19,71.41735685496644,1,1
treatment_36,treatment,20,67.95505878713462,1,1
treatment_36,treatment,21,74.46598885204222,1,1
treatment_36,treatment,22,75.84617571997657,1,1
treatment_36,treatment,23,76.68589418449328,1,1
treatment_37,treatment,0,57.53934317001167,0,1
treatment_37,treatment,1,59.456820616101815,0,1
treatment_37,treatment,2,54.40752505516793,0,1
treatment_37,treatment,3,59.49689850705401,0,1
treatment_37,treatment,4,58.74212982523581,0,1
treatment_37,treatment,5,60.480338773082956,0,1
treatment_37,treatment,6,62.23163171839802,0,1
treatment_37,treatment,7,61.45471625512934,0,1
treatment_37,treatment,8,61.97065185706831,0,1
treatment_37,treatment,9,64.28326748240268,0,1
treatment_37,treatment,10,62.93336540173612,0,1
treatment_37,treatment,11,63.82910165372645,0,1
treatment_37,treatment,12,73.25239310944492,1,1
treatment_37,treatment,13,70.48895310524969,1,1
treatment_37,treatment,14,75.01206080942053,1,1
treatment_37,treatment,15,75.4975130253451,1,1
treatment_37,treatment,16,72.0136116140911,1,1
treatment_37,treatment,17,75.00299039903608,1,1
treatment_37,treatment,18,79.63923314183722,1,1
treatment_37,treatment,19,76.18157790549822,1,1
treatment_37,treatment,20,78.1079950751939,1,1
treatment_37,treatment,21,80.85382001835156,1,1
treatment_37,treatment,22,82.38937388244806,1,1
treatment_37,treatment,23,81.21240972382897,1,1
treatment_38,treatment,0,50.49024835413695,0,1
treatment_38,treatment,1,50.112402114275234,0,1
treatment_38,treatment,2,49.46755928401155,0,1
treatment_38,treatment,3,48.8226285417695,0,1
treatment_38,treatment,4,49.92050815810806,0,1
treatment_38,treatment,5,53.76866216792256,0,1
treatment_38,treatment,6,54.702667385338266,0,1
treatment_38,treatment,7,57.811305115623604,0,1
treatment_38,treatment,8,57.45124510097288,0,1
treatment_38,treatment,9,54.28642129855081,0,1
treatment_38,treatment,10,60.53871412368614,0,1
treatment_38,treatment,11,57.580934619781324,0,1
treatment_38,treatment,12,64.9513503166753,1,1
treatment_38,treatment,13,67.36193025925324,1,1
treatment_38,treatment,14,71.99510181248763,1,1
treatment_38,treatment,15,75.36584093110028,1,1
treatment_38,treatment,16,71.50168692353176,1,1
treatment_38,treatment,17,71.06408455398848,1,1
treatment_38,treatment,18,73.6417260745602,1,1
treatment_38,treatment,19,75.49026261551664,1,1
treatment_38,treatment,20,74.21585349882443,1,1
treatment_38,treatment,21,79.5898484479333,1,1
treatment_38,treatment,22,77.60180424066131,1,1
treatment_38,treatment,23,79.27938588663115,1,1
treatment_39,treatment,0,55.00750226121153,0,1
treatment_39,treatment,1,53.137273548239904,0,1
treatment_39,treatment,2,54.29733507450314,0,1
treatment_39,treatment,3,54.25578877751325,0,1
treatment_39,treatment,4,58.37725836575854,0,1
treatment_39,treatment,5,60.09828757260376,0,1
treatment_39,treatment,6,60.498118958944744,0,1
treatment_39,treatment,7,63.9737167543975,0,1
treatment_39,treatment,8,61.655698511105776,0,1
treatment_39,treatment,9,64.04653252101035,0,1
treatment_39,treatment,10,61.56780611860813,0,1
treatment_39,treatment,11,64.0191671269994,0,1
treatment_39,treatment,12,72.22660070814122,1,1
treatment_39,treatment,13,73.57588807555739,1,1
treatment_39,treatment,14,72.33190861980418,1,1
treatment_39,treatment,15,73.81880267247784,1,1
treatment_39,treatment,16,71.96841234389382,1,1
treatment_39,treatment,17,75.33226009670366,1,1
treatment_39,treatment,18,78.8692434864179,1,1
treatment_39,treatment,19,79.2810458526529,1,1
treatment_39,treatment,20,80.17412592426363,1,1
treatment_39,treatment,21,80.31450051692458,1,1
treatment_39,treatment,22,81.27123812088045,1,1
treatment_39,treatment,23,80.97862818573866,1,1
treatment_40,treatment,0,54.47817979699827,0,1
treatment_40,treatment,1,53.48416971011645,0,1
treatment_40,treatment,2,51.27165085014806,0,1
treatment_40,treatment,3,58.81473940783688,0,1
treatment_40,treatment,4,56.70485636675162,0,1
treatment_40,treatment,5,56.97907704512112,0,1
treatment_40,treatment,6,61.13368369147429,0,1
treatment_40,treatment,7,60.00479788224698,0,1
treatment_40,treatment,8,63.95079322461743,0,1
treatment_40,treatment,9,64.10702965011652,0,1
treatment_40,treatment,10,65.28225369180302,0,1
treatment_40,treatment,11,62.225300917439924,0,1
treatment_40,treatment,12,73.42319760505274,1,1
treatment_40,treatment,13,72.5639079911866,1,1
treatment_40,treatment,14,72.34494994466542,1,1
treatment_40,treatment,15,74.41237845228125,1,1
treatment_40,treatment,16,71.61522834623905,1,1
treatment_40,treatment,17,77.02710172943598,1,1
treatment_40,treatment,18,75.19315038454943,1,1
treatment_40,treatment,19,75.58865012366543,1,1
treatment_40,treatment,20,76.29136961735567,1,1
treatment_40,treatment,21,82.60356203421024,1,1
treatment_40,treatment,22,80.16175579128375,1,1
treatment_40,treatment,23,85.52983529294126,1,1
treatment_41,treatment,0,45.087943804841196,0,1
treatment_41,treatment,1,50.6218801289931,0,1
treatment_41,treatment,2,48.66772473734659,0,1
treatment_41,treatment,3,48.71221070447943,0,1
treatment_41,treatment,4,50.95808595340691,0,1
treatment_41,treatment,5,52.47087917827713,0,1
treatment_41,treatment,6,54.53137554198767,0,1
treatment_41,treatment,7,56.0228405742093,0,1
treatment_41,treatment,8,53.23556902708599,0,1
treatment_41,treatment,9,52.13227515074079,0,1
treatment_41,treatment,10,54.78670440489901,0,1
treatment_41,treatment,11,56.96345994455205,0,1
treatment_41,treatment,12,60.34464528320575,1,1
treatment_41,treatment,13,61.1871255100776,1,1
treatment_41,treatment,14,64.61826730720816,1,1
treatment_41,treatment,15,64.6626510452082,1,1
treatment_41,treatment,16,65.65481394341298,1,1
treatment_41,treatment,17,64.90149348743037,1,1
treatment_41,treatment,18,66.78694693265967,1,1
treatment_41,treatment,19,66.22854627677532,1,1
treatment_41,treatment,20,70.68667359180219,1,1
treatment_41,treatment,21,71.80603964324082,1,1
treatment_41,treatment,22,66.87242945355786,1,1
treatment_41,treatment,23,69.53504766188992,1,1
treatment_42,treatment,0,42.35047778496889,0,1
treatment_42,treatment,1,40.55306089171185,0,1
treatment_42,treatment,2,42.543629311417604,0,1
treatment_42,treatment,3,43.31443180006454,0,1
treatment_42,treatment,4,46.67187880958474,0,1
treatment_42,treatment,5,47.331030431418654,0,1
treatment_42,treatment,6,46.683864257230965,0,1
treatment_42,treatment,7,49.415978714743574,0,1
treatment_42,treatment,8,48.90397440784956,0,1
treatment_42,treatment,9,50.38902196293129,0,1
treatment_42,treatment,10,55.214233970739784,0,1
treatment_42,treatment,11,55.48324950028272,0,1
treatment_42,treatment,12,56.13816252940614,1,1
treatment_42,treatment,13,61.33178744557899,1,1
treatment_42,treatment,14,62.23011332536313,1,1
treatment_42,treatment,15,59.24579124543402,1,1
treatment_42,treatment,16,64.1148707170083,1,1
treatment_42,treatment,17,66.48817687288299,1,1
treatment_42,treatment,18,62.10222103012836,1,1
treatment_42,treatment,19,63.447302607147975,1,1
treatment_42,treatment,20,68.25262878942283,1,1
treatment_42,treatment,21,67.69529408394642,1,1
treatment_42,treatment,22,69.19025361933348,1,1
treatment_42,treatment,23,69.70347710821473,1,1
treatment_43,treatment,0,54.04811501788362,0,1
treatment_43,treatment,1,55.16001237666516,0,1
treatment_43,treatment,2,53.229403690842446,0,1
treatment_43,treatment,3,54.468584066519675,0,1
treatment_43,treatment,4,52.36067574820484,0,1
treatment_43,treatment,5,57.31875305252085,0,1
treatment_43,treatment,6,58.301711211082356,0,1
treatment_43,treatment,7,57.90056708082434,0,1
treatment_43,treatment,8,61.141008621732865,0,1
treatment_43,treatment,9,59.09150022720087,0,1
treatment_43,treatment,10,61.75621932811684,0,1
treatment_43,treatment,11,59.455031586114295,0,1
treatment_43,treatment,12,67.31460874891894,1,1
treatment_43,treatment,13,67.88035732203065,1,1
treatment_43,treatment,14,69.54703446908708,1,1
treatment_43,treatment,15,69.22471755450738,1,1
treatment_43,treatment,16,70.56817900799965,1,1
treatment_43,treatment,17,73.3505713293949,1,1
treatment_43,treatment,18,71.69230129920435,1,1
treatment_43,treatment,19,70.2200283593723,1,1
treatment_43,treatment,20,77.7997031564294,1,1
treatment_43,treatment,21,77.93079629256842,1,1
treatment_43,treatment,22,73.4507155321451,1,1
treatment_43,treatment,23,78.28200932001562,1,1
treatment_44,treatment,0,48.07357440527027,0,1
treatment_44,treatment,1,48.042659268143744,0,1
treatment_44,treatment,2,47.970292259136706,0,1
treatment_44,treatment,3,49.183090207210086,0,1
treatment_44,treatment,4,49.758137202413224,0,1
treatment_44,treatment,5,50.95322533844792,0,1
treatment_44,treatment,6,53.50886189634321,0,1
treatment_44,treatment,7,53.238047219753525,0,1
treatment_44,treatment,8,57.060020050933375,0,1
treatment_44,treatment,9,59.69675695171309,0,1
treatment_44,treatment,10,56.58850687983426,0,1
treatment_44,treatment,11,59.2537710851782,0,1
treatment_44,treatment,12,65.80068102624642,1,1
treatment_44,treatment,13,66.77166406901222,1,1
treatment_44,treatment,14,67.00591878453895,1,1
treatment_44,treatment,15,69.36572180695931,1,1
treatment_44,treatment,16,69.8712035971343,1,1
treatment_44,treatment,17,67.45772956865149,1,1
treatment_44,treatment,18,72.69771526361774,1,1
treatment_44,treatment,19,73.76033353090578,1,1
treatment_44,treatment,20,71.48552836954823,1,1
treatment_44,treatment,21,74.11432497033371,1,1
treatment_44,treatment,22,76.43145600659375,1,1
treatment_44,treatment,23,75.67251910334599,1,1
treatment_45,treatment,0,53.79291817356009,0,1
treatment_45,treatment,1,53.83918828198444,0,1
treatment_45,treatment,2,58.44530192896368,0,1
treatment_45,treatment,3,60.517176997468155,0,1
treatment_45,treatment,4,59.84870648898826,0,1
treatment_45,treatment,5,64.4533478127818,0,1
treatment_45,treatment,6,60.10600213615518,0,1
treatment_45,treatment,7,65.40543823112682,0,1
treatment_45,treatment,8,64.04426659300776,0,1
treatment_45,treatment,9,69.93113129640209,0,1
treatment_45,treatment,10,71.71379343978565,0,1
treatment_45,treatment,11,67.43183680734467,0,1
treatment_45,treatment,12,74.10242296055613,1,1
treatment_45,treatment,13,78.15710025579483,1,1
treatment_45,treatment,14,76.90005043171814,1,1
treatment_45,treatment,15,78.81987654489461,1,1
treatment_45,treatment,16,80.19786307130586,1,1
treatment_45,treatment,17,77.54412716728767,1,1
treatment_45,treatment,18,82.59218523695642,1,1
treatment_45,treatment,19,82.4767924304785,1,1
treatment_45,treatment,20,84.10638958326925,1,1
treatment_45,treatment,21,89.21628648446834,1,1
treatment_45,treatment,22,85.05239593843415,1,1
treatment_45,treatment,23,90.42820734995055,1,1
treatment_46,treatment,0,50.18592914044438,0,1
treatment_46,treatment,1,50.25731192062916,0,1
treatment_46,treatment,2,51.69045930908086,0,1
treatment_46,treatment,3,53.45762661885793,0,1
treatment_46,treatment,4,51.83066451457598,0,1
treatment_46,treatment,5,52.24083179507755,0,1
treatment_46,treatment,6,52.26702819412787,0,1
treatment_46,treatment,7,53.75853217043596,0,1
treatment_46,treatment,8,62.27956606416174,0,1
treatment_46,treatment,9,59.842760358168285,0,1
treatment_46,treatment,10,55.623276447429085,0,1
treatment_46,treatment,11,56.6525332495084,0,1
treatment_46,treatment,12,66.23320526958294,1,1
treatment_46,treatment,13,67.33602672405232,1,1
treatment_46,treatment,14,68.31128878308152,1,1
treatment_46,treatment,15,67.67563350848981,1,1
treatment_46,treatment,16,68.90666055874183,1,1
treatment_46,treatment,17,70.78535211021676,1,1
treatment_46,treatment,18,71.27340305763512,1,1
treatment_46,treatment,19,67.63504028270381,1,1
treatment_46,treatment,20,72.5860657501989,1,1
treatment_46,treatment,21,72.31487612597908,1,1
treatment_46,treatment,22,75.34013581546715,1,1
treatment_46,treatment,23,81.93225496600738,1,1
treatment_47,treatment,0,53.681011331326026,0,1
treatment_47,treatment,1,53.771431133172705,0,1
treatment_47,treatment,2,54.61489137104072,0,1
treatment_47,treatment,3,55.957050607951146,0,1
treatment_47,treatment,4,59.825083582561646,0,1
treatment_47,treatment,5,54.41886661363349,0,1
treatment_47,treatment,6,58.596554669290995,0,1
treatment_47,treatment,7,56.765175287087764,0,1
treatment_47,treatment,8,60.6976098711181,0,1
treatment_47,treatment,9,58.71785858684417,0,1
treatment_47,treatment,10,60.68914501398895,0,1
treatment_47,treatment,11,61.90234584410607,0,1
treatment_47,treatment,12,70.41280614265406,1,1
treatment_47,treatment,13,71.26672862323224,1,1
treatment_47,treatment,14,67.9070320138374,1,1
treatment_47,treatment,15,71.47698202011263,1,1
treatment_47,treatment,16,70.91660111999734,1,1
treatment_47,treatment,17,70.78739803952777,1,1
treatment_47,treatment,18,73.83902079141247,1,1
treatment_47,treatment,19,74.62473634673233,1,1
treatment_47,treatment,20,81.06378192771776,1,1
treatment_47,treatment,21,78.04491563713088,1,1
treatment_47,treatment,22,75.39240801628377,1,1
treatment_47,treatment,23,77.98674204083312,1,1
treatment_48,treatment,0,51.93494985267108,0,1
treatment_48,treatment,1,52.5559119841559,0,1
treatment_48,treatment,2,61.266535382464546,0,1
treatment_48,treatment,3,59.512677663749784,0,1
treatment_48,treatment,4,58.205708122542234,0,1
treatment_48,treatment,5,62.22039603582683,0,1
treatment_48,treatment,6,57.088486662835194,0,1
treatment_48,treatment,7,63.57557743135027,0,1
treatment_48,treatment,8,65.43331304112911,0,1
treatment_48,treatment,9,67.8350552518056,0,1
treatment_48,treatment,10,65.16756734543185,0,1
treatment_48,treatment,11,68.57557785011062,0,1
treatment_48,treatment,12,72.76219855247173,1,1
treatment_48,treatment,13,76.33265959322654,1,1
treatment_48,treatment,14,75.24004371443884,1,1
treatment_48,treatment,15,77.42337895813144,1,1
treatment_48,treatment,16,77.45679412415842,1,1
treatment_48,treatment,17,81.95954167467319,1,1
treatment_48,treatment,18,83.5830157016262,1,1
treatment_48,treatment,19,82.60571660568502,1,1
treatment_48,treatment,20,84.3602780128069,1,1
treatment_48,treatment,21,82.59546347090675,1,1
treatment_48,treatment,22,86.10213728144726,1,1
treatment_48,treatment,23,87.80992562066433,1,1
treatment_49,treatment,0,66.03231993265474,0,1
treatment_49,treatment,1,65.98648629950408,0,1
treatment_49,treatment,2,65.44284485897532,0,1
treatment_49,treatment,3,69.2876163158079,0,1
treatment_49,treatment,4,67.40338959005393,0,1
treatment_49,treatment,5,68.32630033359865,0,1
treatment_49,treatment,6,68.33054393365029,0,1
treatment_49,treatment,7,71.77272630194521,0,1
treatment_49,treatment,8,72.40733030215232,0,1
treatment_49,treatment,9,69.85184055696071,0,1
treatment_49,treatment,10,69.35350404017818,0,1
treatment_49,treatment,11,72.47484045200699,0,1
treatment_49,treatment,12,77.16952789542559,1,1
treatment_49,treatment,13,79.53135917241275,1,1
treatment_49,treatment,14,83.02208788843433,1,1
treatment_49,treatment,15,80.52141160631506,1,1
treatment_49,treatment,16,82.23917145128806,1,1
treatment_49,treatment,17,83.32966698095059,1,1
treatment_49,treatment,18,85.79928657316695,1,1
treatment_49,treatment,19,80.49744943820976,1,1
treatment_49,treatment,20,84.66663081407096,1,1
treatment_49,treatment,21,87.19140208558308,1,1
treatment_49,treatment,22,90.05779591130045,1,1
treatment_49,treatment,23,87.56263640085689,1,1
